,LoginId,Contributions,Id
535,trollixx,3,68312233
536,luncliff,3,68312233
537,DrPizza,3,68312233
538,pgoodman,3,68312233
539,RamadanAhmed,3,68312233
540,saulthu,3,68312233
541,smasherprog,3,68312233
542,stephenjust,3,68312233
543,stekyne,3,68312233
544,BigSeb,3,68312233
545,tetsuh,3,68312233
546,TheGoddessInari,3,68312233
547,Tessil,3,68312233
548,Toxe,3,68312233
549,cyj0912,3,68312233
550,chausner,3,68312233
551,fradav,3,68312233
552,JonnyPtn,3,68312233
553,kjpus,3,68312233
554,lukka,3,68312233
555,rfric,3,68312233
556,soroshsabz,3,68312233
557,the-j0k3r,3,68312233
558,zhbanito,3,68312233
559,guest512,3,68312233
560,katmsft,3,68312233
561,cskrisz,3,68312233
562,cildhdi,3,68312233
563,TheAifam5,3,68312233
564,amiremohamadi,2,68312233
565,alberthdev,2,68312233
566,aluaces,2,68312233
567,Alisayyy-Yang,2,68312233
568,amincheloh,2,68312233
569,amaiorano,2,68312233
570,bmharper,2,68312233
571,bolry,2,68312233
572,brucedjones,2,68312233
573,Chris-Bond,2,68312233
574,mcmihai,2,68312233
575,cloudhan,2,68312233
576,colatkinson,2,68312233
577,cristianadam,2,68312233
578,curoky,2,68312233
579,Cyriuz,2,68312233
580,DanOlivier,2,68312233
581,dgsantana,2,68312233
582,Meorawr,2,68312233
583,jepessen,2,68312233
584,daniele77,2,68312233
585,dacap,2,68312233
586,dhkatz,2,68312233
587,davidebeatrici,2,68312233
588,rosenqui,2,68312233
589,FabienPean,2,68312233
590,xelatihy,2,68312233
591,FaultyRAM,2,68312233
592,fran6co,2,68312233
593,gladhorn,2,68312233
594,gracicot,2,68312233
595,Haojia521,2,68312233
596,BurningEnlightenment,2,68312233
597,HungMingWu,2,68312233
598,iraklisk,2,68312233
599,JackBister,2,68312233
600,JackBoos,2,68312233
601,jimmysoda,2,68312233
602,szechyjs,2,68312233
603,jebrando,2,68312233
604,yirkha,2,68312233
605,joa-quim,2,68312233
606,schmittjoseph,2,68312233
607,dscho,2,68312233
608,johnzhuacl,2,68312233
609,Outurnate,2,68312233
610,jbhelm,2,68312233
611,JuhaSointusalo,2,68312233
612,kenr,2,68312233
613,krzycz,2,68312233
614,chrisaverage,2,68312233
615,tlemo,2,68312233
616,eXpl0it3r,2,68312233
617,Lyle-Tafoya,2,68312233
618,marcrambo,2,68312233
619,marcomagdy,2,68312233
620,mwoelk83,2,68312233
621,mmahnic,2,68312233
622,mauricek,2,68312233
623,msmolens,2,68312233
624,MaxKruse,2,68312233
625,jubalh,2,68312233
626,mmalek,2,68312233
627,skypjack,2,68312233
628,MoAlyousef,2,68312233
629,mbeutel,2,68312233
630,mmha,2,68312233
631,navidR,2,68312233
632,NiHoel,2,68312233
633,nholthaus,2,68312233
634,nicoell,2,68312233
635,et-nik,2,68312233
636,OfekShilon,2,68312233
637,o-mdr,2,68312233
638,pdehne,2,68312233
639,patrikhuber,2,68312233
640,PavelKisliak,2,68312233
641,machpavel,2,68312233
642,PhilLab,2,68312233
643,qqii,2,68312233
644,rapoth,2,68312233
645,RobertBColton,2,68312233
646,ruurdadema,2,68312233
647,jediry,2,68312233
648,skogler,2,68312233
649,sgreenlay,2,68312233
650,SergiusTheBest,2,68312233
651,sjemens,2,68312233
652,tzneal,2,68312233
653,tcsavage,2,68312233
654,gabime,2479,26038648
655,Gabi120,264,26038648
656,DanielChabrowski,34,26038648
657,godbyk,23,26038648
658,divaykin,12,26038648
659,asit-dhal,10,26038648
660,gnzlbg,10,26038648
661,DavidZemon,9,26038648
662,alzix,9,26038648
663,sylveon,8,26038648
664,kasru,7,26038648
665,a-martynovich,7,26038648
666,jktjkt,7,26038648
667,pwm1234,7,26038648
668,eudoxos,7,26038648
669,fooinha,6,26038648
670,fegomes,6,26038648
671,mensinda,5,26038648
672,PedroRod,5,26038648
673,ruslo,5,26038648
674,ban-dana,5,26038648
675,odeits,5,26038648
676,Proheeler,5,26038648
677,jcelerier,5,26038648
678,berkus,4,26038648
679,chenhayat,4,26038648
680,dpacbach,4,26038648
681,hghwng,4,26038648
682,matt77hias,4,26038648
683,o-mdr,4,26038648
684,pabloariasal,4,26038648
685,ThePhD,4,26038648
686,daylanKifky,4,26038648
687,tt4g,4,26038648
688,rob-p,4,26038648
689,dominicpoeschko,4,26038648
690,xaqq,4,26038648
691,WarShoe,3,26038648
692,chronoxor,3,26038648
693,peergynt,3,26038648
694,Qix-,3,26038648
695,indiosmo,3,26038648
696,emmenlau,3,26038648
697,mnemotic,3,26038648
698,vejmartin,3,26038648
699,ksergey,3,26038648
700,ZGCDDoo,3,26038648
701,fogo,3,26038648
702,k0zmo,3,26038648
703,ngugcx,3,26038648
704,possiblyhuman,3,26038648
705,AMS21,2,26038648
706,lestera,2,26038648
707,gorunovanton,2,26038648
708,scatter-dev,2,26038648
709,costinm,2,26038648
710,Crunkle,2,26038648
711,db-panda,2,26038648
712,daersc,2,26038648
713,eliaskosunen,2,26038648
714,guoxiao,2,26038648
715,blackball,2,26038648
716,jpcima,2,26038648
717,jbeich,2,26038648
718,joaomoreno,2,26038648
719,mr-c,2,26038648
720,PMExtra,2,26038648
721,rkollataj,2,26038648
722,s-shin,2,26038648
723,tgpfeiffer,2,26038648
724,Jerry-Ma,2,26038648
725,baishuai,2,26038648
726,facontidavide,2,26038648
727,orbea,2,26038648
728,osx2000,2,26038648
729,raphaelts3,2,26038648
730,slapenko,2,26038648
731,Kentzo,2,26038648
732,AlexanderDalshov,1,26038648
733,GamePad64,1,26038648
734,ZaMaZaN4iK,1,26038648
735,adubovikov,1,26038648
736,p-alik,1,26038648
737,theamirocohen,1,26038648
738,bencsikandrei,1,26038648
739,Falconne,1,26038648
740,avrahamshukron,1,26038648
741,Bak-Jin-Hyeong,1,26038648
742,bahostetterlewis,1,26038648
743,w0land,1,26038648
744,brridder,1,26038648
745,bzindovic,1,26038648
746,gocarlos,1,26038648
747,thinkski,1,26038648
748,Cleroth,1,26038648
749,ColinDuquesnoy,1,26038648
750,tcraigtyler,1,26038648
751,RedDwarf69,1,26038648
752,zamaudio,1,26038648
753,yipdw,1,26038648
754,Naios,1,26038648
755,devanshdalal,1,26038648
756,DimRochette,1,26038648
757,niamster,1,26038648
758,elelel,1,26038648
759,epruesse,1,26038648
760,felixguendling,1,26038648
761,flopp,1,26038648
762,0x8000-0000,1,26038648
763,fcharlie,1,26038648
764,FrancoisChabot,1,26038648
765,vgabi94,1,26038648
766,gg7,1,26038648
767,jhasse,1,26038648
768,jasonbeach,1,26038648
769,jbreitbart,1,26038648
770,jwnimmer-tri,1,26038648
771,hestad,1,26038648
772,BOOtak,1,26038648
773,Lectem,1,26038648
774,lgbaldoni,1,26038648
775,maciekgajewski,1,26038648
776,MarkKoester,1,26038648
777,martinkrammer,1,26038648
778,wilhelmtell,1,26038648
779,snapbug,1,26038648
780,MFornander,1,26038648
781,mattiasj-axis,1,26038648
782,OlivierLDff,1,26038648
783,onnodb,1,26038648
784,pck,1,26038648
785,PeterTh,1,26038648
786,psalz,1,26038648
787,Myz,1,26038648
788,pponnuvel,1,26038648
789,rpopescu,1,26038648
790,romainthomas,1,26038648
791,rupertsteel,1,26038648
792,theambient,1,26038648
793,rcarmich,1,26038648
794,sbrkopac,1,26038648
795,smessmer,1,26038648
796,taketwo,1,26038648
797,sidyhe,1,26038648
798,Broekman,1,26038648
799,Ruffel,1,26038648
800,Subenle,1,26038648
801,tekezo,1,26038648
802,NCC-Therenall,1,26038648
803,tbastos,1,26038648
804,ulvgard,1,26038648
805,tony,1,26038648
806,vitlav,1,26038648
807,vitor-alves,1,26038648
808,XNephila,1,26038648
809,inhzus,1,26038648
810,Zor-X-L,1,26038648
811,azadkuh,1,26038648
812,casperevan,1,26038648
813,derekxgl,1,26038648
814,eao197,1,26038648
815,grzadr,1,26038648
816,hvellyr,1,26038648
817,knowledge4igor,1,26038648
818,manuel-schiller,1,26038648
819,myd7349,1,26038648
820,rajesh-p,1,26038648
821,ruipacheco,1,26038648
822,rwen2012,1,26038648
823,scribam,1,26038648
824,sheldonlyr,1,26038648
825,wonder-mice,1,26038648
826,yaoyuan1216,1,26038648
827,yhchen,1,26038648
828,yisonPylkita,1,26038648
829,horar,1,26038648
830,ldanko,1,26038648
831,IntelOrca,5738,18348651
832,duncanspumpkin,2257,18348651
833,Gymnasiast,1868,18348651
834,janisozaur,1621,18348651
835,marijnvdwerf,882,18348651
836,OpenRCT2-git-bot,614,18348651
837,ZehMatt,497,18348651
838,Broxzier,448,18348651
839,AaronVanGeffen,418,18348651
840,zsilencer,285,18348651
841,rwjuk,218,18348651
842,tupaschoal,216,18348651
843,wolfreak99,147,18348651
844,trigger-segfault,146,18348651
845,LRFLEW,132,18348651
846,zaxcav,101,18348651
847,kevinburke,89,18348651
848,adrian17,84,18348651
849,JeroenDStout,79,18348651
850,tomlankhorst,78,18348651
851,Overv,78,18348651
852,ZedThree,76,18348651
853,qcz,73,18348651
854,lnz,72,18348651
855,X123M3-256,65,18348651
856,gDanix,57,18348651
857,richard-fine,51,18348651
858,SijmenSchoon,51,18348651
859,hexdec,46,18348651
860,tweerwag,39,18348651
861,ThomasdenH,38,18348651
862,mzmiric5,34,18348651
863,jensj12,34,18348651
864,ddevrien,32,18348651
865,Chaosmeister,32,18348651
866,spacek531,30,18348651
867,anyc,29,18348651
868,Jinxit,27,18348651
869,MaciekBaron,26,18348651
870,Wirlie,25,18348651
871,oli414,24,18348651
872,Nubbie,23,18348651
873,Goddesen,22,18348651
874,runelaenen,22,18348651
875,atmaxinger,21,18348651
876,Gericom,20,18348651
877,HaasJona,20,18348651
878,camthesaxman,20,18348651
879,Balletie,19,18348651
880,LinusU,19,18348651
881,octaroot,19,18348651
882,ccoors,18,18348651
883,JarnoVgr,18,18348651
884,Xkeeper0,17,18348651
885,clamburger,16,18348651
886,marcotc,16,18348651
887,Dandandan,15,18348651
888,jcdavis,15,18348651
889,medsouz,15,18348651
890,danidoedel,15,18348651
891,YJSoft,15,18348651
892,jvlomax,14,18348651
893,DutchRPW,14,18348651
894,telk5093,14,18348651
895,MaikelS11,12,18348651
896,manuelVo,12,18348651
897,TheAssassin,12,18348651
898,aw20368,12,18348651
899,muemart,12,18348651
900,flipflop97,11,18348651
901,kkirby,11,18348651
902,codecat,10,18348651
903,BodrickLight,10,18348651
904,deurklink,10,18348651
905,xperia64,10,18348651
906,rd3k,10,18348651
907,grimpunch,8,18348651
908,xavery,8,18348651
909,Dennis-Z,8,18348651
910,daihakken,8,18348651
911,pulkitraggarwal,8,18348651
912,rubdos,8,18348651
913,0Cufox0,8,18348651
914,marcovmun,8,18348651
915,Mailaender,8,18348651
916,lorem-ipsum,7,18348651
917,jgottula,7,18348651
918,Smeat,7,18348651
919,vanderkleij,7,18348651
920,pkubaj,7,18348651
921,xp4xbox,7,18348651
922,CraigCraig,7,18348651
923,Jaxan,6,18348651
924,tobiaskohlbau,6,18348651
925,willox,6,18348651
926,ceeac,6,18348651
927,platipo,6,18348651
928,Osmodium,6,18348651
929,kexplo,5,18348651
930,w-flo,5,18348651
931,grahamedgecombe,5,18348651
932,JeroenSack,5,18348651
933,41northstudios,5,18348651
934,Keatzee,5,18348651
935,Leurak,5,18348651
936,sajattack,5,18348651
937,chfast,5,18348651
938,phillipwalters,5,18348651
939,RollingStar,5,18348651
940,tharkne,5,18348651
941,hokasha2016,5,18348651
942,kmdreko,5,18348651
943,nightroan,5,18348651
944,oystedal,5,18348651
945,Krutonium,5,18348651
946,nexgenration,5,18348651
947,AndyTWF,4,18348651
948,benpye,4,18348651
949,Rodbourn,4,18348651
950,CodyJung,4,18348651
951,Umdlye,4,18348651
952,blackhand1001,4,18348651
953,tombomp,4,18348651
954,xzbobzx,4,18348651
955,Fusxfaranto,4,18348651
956,Spongeloaf,4,18348651
957,pizza2004,4,18348651
958,ibara,3,18348651
959,cgdolan,3,18348651
960,devnexen,3,18348651
961,felixpelletier,3,18348651
962,hgentry,3,18348651
963,ecnepsnai,3,18348651
964,Spacerat,3,18348651
965,cskrisz,3,18348651
966,Lastorder-DC,3,18348651
967,jackinloadup,3,18348651
968,NuclearFej,3,18348651
969,pdewit,3,18348651
970,samdroid-apps,3,18348651
971,Stevoisiak,3,18348651
972,delebota,3,18348651
973,martip23,3,18348651
974,Andy608,3,18348651
975,flk92,3,18348651
976,jwarby,3,18348651
977,honzi,3,18348651
978,s0r00t,3,18348651
979,ccfreak2k,2,18348651
980,scrapes,2,18348651
981,Berbe,2,18348651
982,Generalcamo,2,18348651
983,dlee13,2,18348651
984,AbsyntheSyne,2,18348651
985,ethanhs,2,18348651
986,fbourigault,2,18348651
987,GrahamRCT,2,18348651
988,Kuriibo,2,18348651
989,ltoenning,2,18348651
990,elInfidel,2,18348651
991,lomash,2,18348651
992,bubba,2,18348651
